Family,Subfamily,Tribe,Genus,Specific Epithet,Subgenus,Infraspecific Epithet,Scientific Name Authorship,Identification References,Sociality,Sociality Type,Sociality Multiple Types,Sociality Data Accuracy,Sociality References,Cleptoparasites Hosts,Cleptoparasites Hosts References,Buzzing Capacity,Buzzing Capacity Data Accuracy,Buzzing Capacity References,Nesting Position,Nesting Remarks,Nesting Method,Nesting Substrate,Nesting Agreggation,Nesting Data Accuracy,Nesting Artificial,Nesting Population Range,Nesting Population Average,Nesting Brood Cell Types,Nesting References,Intertegular Distance Average,Intertegular Distance Classes,Intertegular Distance Subclasses,Intertegular Distance Females,Intertegular Distance Males,Intertegular Distance Workers,Intertegular Distance References,Uses human made structures
Apidae,Apinae,Centridini,Centris,trigonoides,Hemisiella,,"Lepeletier, 1841","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Aguiar, Cândida M. L., Carlos A. Garófalo, and Gesline F. Almeida. 2006. “Biologia de Nidificação de Centris (Hemisiella) trigonoides Lepeletier (Hymenoptera, Apidae, Centridini)”. Revista Brasileira de Zoologia 23 (2): 323–30. https://doi.org/10.1590/S0101-81752006000200003.",no information,no information,yes,species,"Rosi-Denadai, Conrado Augusto, Priscila Cássia Souza Araújo, Lucio Antônio De Oliveira Campos, Lirio Cosme, and Raul Narciso Carvalho Guedes. 2020. “Buzz?pollination in Neotropical Bees: Genus?dependent Frequencies and Lack of Optimal Frequency for Pollen Release”. Insect Science 27 (1): 133–42. https://doi.org/10.1111/1744-7917.12602. | Oliveira-Rebouças, P., and M. Gimenes. 2011. “Potential Pollinators of Comolia ovalifolia DC Triana (Melastomataceae) and Chamaecrista ramosa (Vog.) H.S. Irwin and Barneby Var. Ramosa (Leguminosae-Caesalpinioideae), in Restinga, Bahia, Brazil.” Brazilian Journal of Biology 71 (May): 343–51. https://doi.org/10.1590/S1519-69842011000300002.",above ground,"pre-existing cavities, including human-made trap nests",pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Aguiar, Cândida M. L., Carlos A. Garófalo, and Gesline F. Almeida. 2006. “Biologia de Nidificação de Centris (Hemisiella) trigonoides Lepeletier (Hymenoptera, Apidae, Centridini)”. Revista Brasileira de Zoologia 23 (2): 323–30. https://doi.org/10.1590/S0101-81752006000200003.",2.98,medium (2.2-3.8),2.6-3.0,2.98,no information,no information,"Borges, Rafael Cabral, Kleber Padovani, Vera Lucia Imperatriz-Fonseca, and Tereza Cristina Giannini. 2020. “A Dataset of Multi-Functional Ecological Traits of Brazilian Bees”. Scientific Data 7 (1): 120. https://doi.org/10.1038/s41597-020-0461-3.",yes
Apidae,Eucerinae,Eucerini,Gaesischia,anthidioides,Gaesischia,,"Urban, 1968","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,tribe,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",no information,no information,no information,no information,no information,below ground,no information,pre-existing cavities,no information,no information,tribe,no information,no information,no information,no information,"Michener, Charles and Rudolf Lange. 1948. “Observations on the Ethology of Neotropical Anthophorine Bees (Hymenoptera: Apoidea)”, University of Kansas Science Bulletin 39, no 3 69–96. https://digitalcommons.usu.edu/bee_lab_mi/2/",2.98,medium (2.2-3.8),2.6-3.0,2.98,no information,no information,"Borges, Rafael Cabral, Kleber Padovani, Vera Lucia Imperatriz-Fonseca, and Tereza Cristina Giannini. 2020. “A Dataset of Multi-Functional Ecological Traits of Brazilian Bees”. Scientific Data 7 (1): 120. https://doi.org/10.1038/s41597-020-0461-3.",no information
Apidae,Apinae,Euglossini,Euglossa,augaspis,Glossurella,,"Dressler, 1982","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,diverse,solitary;  semisocial;  primitively eusocial,genus,"Roubik, David W. 1992. Ecology and Natural History of Tropical Bees. Cambridge: Cambridge University Press | Dodson, C. H. “Ethology of Some Bees of the Tribe Euglossini (Hymenoptera: Apidae).” Journal of the Kansas Entomological Society 39, no. 4 (1966): 607–29. http://www.jstor.org/stable/25083566.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",no information,no information,no information,no information,no information,NA,no information,no information,no information,no information,no information,2.99,medium (2.2-3.8),2.6-3.0,no information,2.99,no information,"Brito, Thaline F., Colin C. Phifer, Jessie L. Knowlton, Cynthia M. Fiser, Nia M. Becker, Fernanda C. Barros, Felipe A. L. Contrera, et al. 2017. “Forest Reserves and Riparian Corridors Help Maintain Orchid Bee (Hymenoptera: Euglossini) Communities in Oil Palm Plantations in Brazil”. Apidologie 48 (5): 575–87. https://doi.org/10.1007/s13592-017-0500-z.",no information
Apidae,Apinae,Meliponini,Melipona,quadrifasciata,Melipona,anthidioides,"Lepeletier, 1836","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",eusocial,truly eusocial,,species,"Grüter, Christoph. 2020. Stingless Bees: Their Behaviour, Ecology and Evolution. Switzerland: Springer Cham.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",above ground,hollow trees,pre-existing cavities,wood,no,species,hive,300-1500,900,combs,"Antonini Y, Martins RP (2003) The value of a tree species (Caryocar brasiliense) for a stingless bee Melipona quadrifasciata quadrifasciata. Journal of Insect Conservation 7, 167-174. | Wille A, Michener CD (1973) The nest architecture of the stingless bees with species reference to those of Costa Rica. Revista de Biologia Tropical 21, 1-278. | Menezes, C., Alves, D. A., Lucena, D. A. A., & Almeida, E. A. B. (2023). Abelhas sem ferrão relevantes para a meliponicultura no Brasil. São Paulo: A.B.E.L.H.A. | Cortopassi-Laurino, Marilda. 2009. “Árvores neotropicais, recursos importantes para a nidificação de abelhas sem ferrão (Apidae, Meliponini).” Mensagem Doce, 2009. | Ramalho, M., V. L. Imperatriz-Fonseca, and T. C. Giannini. 1998. “Within-Colony Size Variation of Foragers and Pollen Load Capacity in the Stingless Bee Melipona quadrifasciata Anthidioides Lepeletier (Apidae, Hymenoptera)”. Apidologie 29 (3): 221–28. https://doi.org/10.1051/apido:19980302. | Michener, Charles Duncan. 1974. The social behavior of the bees. Cambridge: Harvard University Press. | Tóth, E., D. C. Queller, A. Dollin, and J. E. Strassmann. 2004. “Conflict over Male Parentage in Stingless Bees.” Insectes Sociaux 51 (1): 1–11. https://doi.org/10.1007/s00040-003-0707-z. | Grüter, Christoph. 2020. Stingless Bees: Their Behaviour, Ecology and Evolution. Switzerland: Springer Cham.",2.99,medium (2.2-3.8),2.6-3.0,no information,no information,2.99,"Borges, Rafael Cabral, Kleber Padovani, Vera Lucia Imperatriz-Fonseca, and Tereza Cristina Giannini. 2020. “A Dataset of Multi-Functional Ecological Traits of Brazilian Bees”. Scientific Data 7 (1): 120. https://doi.org/10.1038/s41597-020-0461-3. | Jaffé, Rodolfo, Nathaniel Pope, André L. Acosta, Denise A. Alves, Maria C. Arias, Pilar De La Rúa, Flávio O. Francisco, et al. 2016. “Beekeeping Practices and Geographic Distance, Not Land Use, Drive Gene Flow across Tropical Bees”. Molecular Ecology 25 (21): 5345–58. https://doi.org/10.1111/mec.13852.",no
Megachilidae,Megachilinae,Anthidiini,Anthidium,manicatum,,,"(Linnaeus, 1758)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Lima, Reinanda da Cruz. 2021. ''Relações entre Hospedeiros-Inimigos Naturais em Comunidades de Abelhas e Vespas Solitárias (Hymenoptera: Aculeata) que Nidificam em Cavidades Preexistentes''. PhD diss., Universidade de São Paulo.",no information,no information,no,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",above ground,no information,pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Lima, Reinanda da Cruz. 2021. ''Relações entre Hospedeiros-Inimigos Naturais em Comunidades de Abelhas e Vespas Solitárias (Hymenoptera: Aculeata) que Nidificam em Cavidades Preexistentes''. PhD diss., Universidade de São Paulo.",3,medium (2.2-3.8),2.6-3.0,3,no information,no information,"Bueno, Francisco Garcia Bulle, Liam Kendall, Denise Araujo Alves, Manuel Lequerica Tamara, Tim Heard, Tanya Latty, and Rosalyn Gloag. 2023. “Stingless Bee Floral Visitation in the Global Tropics and Subtropics”. Global Ecology and Conservation 43 (June): e02454. https://doi.org/10.1016/j.gecco.2023.e02454.",yes
Apidae,Eucerinae,Eucerini,Gaesischia,glabrata,Gaesischia,,"Urban, 1989","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,tribe,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",no information,no information,no information,no information,no information,below ground,no information,pre-existing cavities,no information,no information,tribe,no information,no information,no information,no information,"Michener, Charles and Rudolf Lange. 1948. “Observations on the Ethology of Neotropical Anthophorine Bees (Hymenoptera: Apoidea)”, University of Kansas Science Bulletin 39, no 3 69–96. https://digitalcommons.usu.edu/bee_lab_mi/2/",3,medium (2.2-3.8),2.6-3.0,3,no information,no information,"Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649.",no information
Megachilidae,Megachilinae,Megachilini,Megachile,susurrans,Austromegachile,,"Haliday, 1836","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Cordeiro, G.D, Boff, S., Alves-dos-Santos, I. 2019. ''Trap-nesting bees communities from protected areas of Atlantic Forest, southeastern Brazil''. Sociobiology 66(2): 306-315. https://doi.org/10.13102/sociobiology.v66i2.3448",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Cordeiro, G.D, Boff, S., Alves-dos-Santos, I. 2019. ''Trap-nesting bees communities from protected areas of Atlantic Forest, southeastern Brazil''. Sociobiology 66(2): 306-315. https://doi.org/10.13102/sociobiology.v66i2.3448",3,medium (2.2-3.8),2.6-3.0,3,no information,no information,"Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649.",yes
Apidae,Eucerinae,Eucerini,Melissodes,sexcincta,Ecplectica,,"(Lepeletier, 1841)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Michener, Charles and Rudolf Lange. 1948. “Observations on the Ethology of Neotropical Anthophorine Bees (Hymenoptera: Apoidea)”, University of Kansas Science Bulletin 39, no 3 69–96. https://digitalcommons.usu.edu/bee_lab_mi/2/",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,excavate,soil,no information,species,unable,no information,no information,no information,"Janvier, H. 1955. “Le Nid et La Nidification Chez Quelques Abeilles Des Andes Tropicales.” Annales Des Sciences Naturelles, Zoologie 17 (11): 311–49.",3,medium (2.2-3.8),2.6-3.0,3,no information,no information,"Borges, Rafael Cabral, Kleber Padovani, Vera Lucia Imperatriz-Fonseca, and Tereza Cristina Giannini. 2020. “A Dataset of Multi-Functional Ecological Traits of Brazilian Bees”. Scientific Data 7 (1): 120. https://doi.org/10.1038/s41597-020-0461-3.",no
Apidae,Eucerinae,Eucerini,Melissoptila,paraguayensis,,,"(Brèthes, 1909)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,communal,,species,"Michener, Charles and Rudolf Lange. 1948. “Observations on the Ethology of Neotropical Anthophorine Bees (Hymenoptera: Apoidea)”, University of Kansas Science Bulletin 39, no 3 69–96. https://digitalcommons.usu.edu/bee_lab_mi/2/",no information,no information,no,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,excavate,soil,no,species,unable,no information,no information,no information,"Michener, Charles and Rudolf Lange. 1948. “Observations on the Ethology of Neotropical Anthophorine Bees (Hymenoptera: Apoidea)”, University of Kansas Science Bulletin 39, no 3 69–96. https://digitalcommons.usu.edu/bee_lab_mi/2/",3,medium (2.2-3.8),2.6-3.0,3,no information,no information,"Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649.",no
Apidae,Eucerinae,Emphorini,Melitomella,grisescens,,,"(Ducke, 1907)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",no information,no information,no information,no information,no information,below ground,no information,excavate,soil,no information,genus,unable,no information,no information,no information,"Pick, Raquel Andréa, and Clemens Schlindwein. 2011. “Pollen Partitioning of Three Species of Convolvulaceae among Oligolectic Bees in the Caatinga of Brazil”. Plant Systematics and Evolution 293 (1–4): 147–59. https://doi.org/10.1007/s00606-011-0432-4.",3,medium (2.2-3.8),2.6-3.0,3,no information,no information,"Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649.",no
Apidae,Eucerinae,Eucerini,Thygater,latitarsis,Nectarodiaeta,,"Urban, 1967","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Rozen, Jerome G. 1974. “Nest Biology of the Eucerine Bee Thygater Analis (Hymenoptera, Anthophoridae).” Journal of the New York Entomological Society 82 (4): 230–34.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,excavate,soil,no information,genus,unable,no information,no information,no information,"Gonzalez, Victor, and Monica Ospina. 2008. “Nest Structure, Seasonality, and Host Plants of Thygater aethiops (Hymenoptera: Apidae, Eucerini) in the Andes.” Journal of Hymenoptera Research 17 (April): 110–15.",3,medium (2.2-3.8),2.6-3.0,3.00,2.18,no information,"Freitas, F. V., and F. A. Silveira. 2017. Synopsis of the bee genus Thygater Holmberg 1884 (Hymenoptera, Apidae) in the Brazilian state of Minas Gerais, with the description of a new species and a key to all Brazilian species. Zootaxa 4238.",no
Apidae,Eucerinae,Eucerini,Thygater,mourei,Nectarodiaeta,,"Urban, 1961","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Rozen, Jerome G. 1974. “Nest Biology of the Eucerine Bee Thygater Analis (Hymenoptera, Anthophoridae).” Journal of the New York Entomological Society 82 (4): 230–34.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,excavate,soil,no information,genus,unable,no information,no information,no information,"Gonzalez, Victor, and Monica Ospina. 2008. “Nest Structure, Seasonality, and Host Plants of Thygater aethiops (Hymenoptera: Apidae, Eucerini) in the Andes.” Journal of Hymenoptera Research 17 (April): 110–15.",3,medium (2.2-3.8),2.6-3.0,3.00,2.18,no information,no information,no
Apidae,Apinae,Centridini,Centris,analis,Heterocentris,,"(Fabricius, 1804)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Antunes, Pedro R., Francismeire J. Telles, Miguel A. Rodríguez?Gironés, and Solange C. Augusto. 2021. “How Does the Solitary Bee Centris (Heterocentris) analis (Fabricius) Find Its Nest?” Ecological Entomology 46 (5): 1165–76. https://doi.org/10.1111/een.13061. | Boff, Samuel, and Anna Friedel. 2021. “Dynamics of Nest Occupation and Homing of Solitary Bees in Painted Trap Nests”. Ecological Entomology 46 (2): 496–99. https://doi.org/10.1111/een.12965.",no information,no information,yes,species,"Rabelo, L.S., A.M.G.F. Vilhena, E.M.A.F. Bastos, and S.C. Augusto. 2012. “Larval Food Sources of Centris (Heterocentris) analis (Fabricius, 1804) (Hymenoptera: Apidae), an Oil-Collecting Bee.” Journal of Natural History 46 (17–18): 1129–40. https://doi.org/10.1080/00222933.2011.651798.",above ground,"pre-existing cavities, including human-made trap nests",pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Antunes, Pedro R., Francismeire J. Telles, Miguel A. Rodríguez?Gironés, and Solange C. Augusto. 2021. “How Does the Solitary Bee Centris (Heterocentris) analis (Fabricius) Find Its Nest?” Ecological Entomology 46 (5): 1165–76. https://doi.org/10.1111/een.13061. | Boff, Samuel, and Anna Friedel. 2021. “Dynamics of Nest Occupation and Homing of Solitary Bees in Painted Trap Nests”. Ecological Entomology 46 (2): 496–99. https://doi.org/10.1111/een.12965.",3.05,medium (2.2-3.8),3.0-3.4,3.05,no information,no information,"Kendall, Liam K., Romina Rader, Vesna Gagic, Daniel P. Cariveau, Matthias Albrecht, Katherine C. R. Baldock, Breno M. Freitas, et al. 2019. “Pollinator Size and Its Consequences: Robust Estimates of Body Size in Pollinating Insects”. Ecology and Evolution 9 (4): 1702–14. https://doi.org/10.1002/ece3.4835. | Rabelo, Laíce Souza. 2012. ''Diversity of Pollen Surces Used by Centridini Bees in Areas of Cerrado"". MSc diss., Universidade Federal de Uberlândia. | Borges, Rafael Cabral, Kleber Padovani, Vera Lucia Imperatriz-Fonseca, and Tereza Cristina Giannini. 2020. “A Dataset of Multi-Functional Ecological Traits of Brazilian Bees”. Scientific Data 7 (1): 120. https://doi.org/10.1038/s41597-020-0461-3. | Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649.",yes
